END_TIME,M_TMSI,POS_LAST_LON,POS_LAST_LAT
2017-11-13 13:10:47,D0826791,11.529733,48.168559
2017-11-13 13:12:11,D0826791,11.5339,48.168833
2017-11-13 13:12:28,D0826791,11.534118,48.168923
2017-11-13 13:14:33,D0826791,11.533519,48.168781
2017-11-13 13:15:33,D0826791,11.533979,48.169022
2017-11-13 13:16:17,D0826791,11.534091,48.168931
2017-11-13 13:17:14,D0826791,11.53409,48.168931
2017-11-13 13:18:04,D0826791,11.533934,48.16878
2017-11-13 13:18:46,D0826791,11.533956,48.168766
2017-11-13 13:19:32,D0826791,11.534215,48.168827
2017-11-13 13:20:47,D0826791,11.532179,48.17065
2017-11-13 13:22:03,D0826791,11.532071,48.17137
2017-11-13 13:24:34,D0826791,11.531858,48.171611
2017-11-13 13:24:49,D0826791,11.531698,48.171018
2017-11-13 13:25:38,D0826791,11.534121,48.168894
2017-11-13 13:26:44,D0826791,11.534214,48.168827
2017-11-13 13:28:06,D0826791,11.534091,48.168931
2017-11-13 13:29:32,D0826791,11.534033,48.168989
2017-11-13 13:32:04,D0826791,11.534243,48.168825
2017-11-13 13:34:33,D0826791,11.531874,48.171446
2017-11-13 13:36:03,D0826791,11.533632,48.168693
2017-11-13 13:38:34,D0826791,11.53416,48.168869
2017-11-13 13:39:32,D0826791,11.53416,48.168869
2017-11-13 13:40:13,D0826791,11.5317,48.171612
2017-11-13 13:42:03,D0826791,11.534033,48.168987
2017-11-13 13:44:13,D0826791,11.533564,48.168747
2017-11-13 13:44:34,D0826791,11.531104,48.17133
2017-11-13 13:45:34,D0826791,11.534069,48.168971
2017-11-13 13:48:06,D0826791,11.532308,48.171348
2017-11-13 13:48:26,D0826791,11.533944,48.169075
2017-11-13 13:49:36,D0826791,11.533973,48.169057
2017-11-13 13:52:04,D0826791,11.534064,48.168972
2017-11-13 13:52:46,D0826791,11.53406,48.168984
2017-11-13 13:53:34,D0826791,11.534109,48.16894
2017-11-13 13:54:33,D0826791,11.533433,48.168841
2017-11-13 13:55:33,D0826791,11.531958,48.17144
2017-11-13 13:58:04,D0826791,11.534062,48.168987
2017-11-13 13:59:32,D0826791,11.528535,48.16936
2017-11-13 13:59:47,D0826791,11.532024,48.171416
2017-11-13 14:00:11,D0826791,11.531941,48.171466
2017-11-13 14:02:03,D0826791,11.532264,48.171382
2017-11-13 14:04:33,D0826791,11.533952,48.169055
2017-11-13 14:07:03,D0826791,11.530044,48.168019
2017-11-13 14:07:38,D0826791,11.534138,48.168825
2017-11-13 14:08:13,D0826791,11.53002,48.168114
2017-11-13 14:09:32,D0826791,11.53391,48.168813
2017-11-13 14:11:38,D0826791,11.533955,48.169038
2017-11-13 14:12:04,D0826791,11.531998,48.171542
2017-11-13 14:14:33,D0826791,11.533972,48.169035
2017-11-13 14:19:36,D0826791,11.529033,48.169213
2017-11-13 14:21:28,D0826791,11.534174,48.168811
2017-11-13 14:22:03,D0826791,11.533924,48.169071
2017-11-13 14:22:18,D0826791,11.532806,48.168718
2017-11-13 14:22:46,D0826791,11.531622,48.171759
2017-11-13 14:24:03,D0826791,11.531972,48.171008
2017-11-13 14:25:05,D0826791,11.532004,48.169832
2017-11-13 14:25:39,D0826791,11.531195,48.170282
2017-11-13 14:26:09,D0826791,11.532843,48.171574
2017-11-13 14:27:01,D0826791,11.528809,48.169165
2017-11-13 14:27:28,D0826791,11.528661,48.169081
2017-11-13 14:27:44,D0826791,11.528266,48.168922
2017-11-13 14:28:01,D0826791,11.530233,48.170399
2017-11-13 14:29:34,D0826791,11.53233,48.171623
2017-11-13 14:29:55,D0826791,11.531371,48.170929
2017-11-13 14:29:11,D0826791,11.53307,48.17204
2017-11-13 14:37:45,D0826791,11.568188,48.175029
2017-11-13 11:48:48,D0826791,11.531778,48.171327
2017-11-13 11:49:58,D0826791,11.528201,48.169213
2017-11-13 11:50:47,D0826791,11.528697,48.169763
2017-11-13 11:51:05,D0826791,11.529096,48.169527
2017-11-13 11:51:29,D0826791,11.52849,48.168907
2017-11-13 11:52:19,D0826791,11.527658,48.1686
2017-11-13 11:52:49,D0826791,11.527795,48.168684
2017-11-13 11:53:48,D0826791,11.527144,48.16968
2017-11-13 11:54:47,D0826791,11.53044,48.171991
2017-11-13 11:55:20,D0826791,11.53343,48.16833
2017-11-13 11:56:08,D0826791,11.53234,48.171164
2017-11-13 11:56:20,D0826791,11.533981,48.169043
2017-11-13 11:58:51,D0826791,11.533481,48.168814
2017-11-13 12:00:26,D0826791,11.534106,48.168942
2017-11-13 12:01:21,D0826791,11.532058,48.171461
2017-11-13 12:02:16,D0826791,11.534296,48.168793
2017-11-13 12:02:37,D0826791,11.534062,48.168972
2017-11-13 12:03:52,D0826791,11.533896,48.168857
2017-11-13 12:04:12,D0826791,11.532065,48.171341
2017-11-13 12:04:33,D0826791,11.532156,48.171379
2017-11-13 12:04:47,D0826791,11.532388,48.171237
2017-11-13 12:06:01,D0826791,11.534005,48.169037
2017-11-13 12:06:13,D0826791,11.533977,48.169047
2017-11-13 12:06:37,D0826791,11.534048,48.168996
2017-11-13 12:16:10,D0826791,11.534007,48.169004
2017-11-13 12:19:33,D0826791,11.534005,48.16903
2017-11-13 12:20:31,D0826791,11.53398,48.169042
2017-11-13 12:21:14,D0826791,11.531621,48.171038
2017-11-13 12:21:36,D0826791,11.533335,48.168741
2017-11-13 12:22:42,D0826791,11.530083,48.167606
2017-11-13 12:23:56,D0826791,11.532309,48.171272
2017-11-13 12:24:35,D0826791,11.532309,48.171271
2017-11-13 12:24:47,D0826791,11.534034,48.168987
2017-11-13 12:28:51,D0826791,11.53413,48.168907
2017-11-13 12:29:33,D0826791,11.532517,48.171159
2017-11-13 12:32:46,D0826791,11.534169,48.168886
2017-11-13 12:34:49,D0826791,11.532096,48.171412
2017-11-13 12:36:50,D0826791,11.534068,48.168942
2017-11-13 12:38:50,D0826791,11.530182,48.168028
2017-11-13 12:39:49,D0826791,11.529595,48.168742
2017-11-13 12:40:47,D0826791,11.534091,48.168915
2017-11-13 12:44:14,D0826791,11.53405,48.168964
2017-11-13 11:46:30,D31F69DD,11.560492,48.140333
2017-11-13 11:10:39,D3871DEB,11.651884,48.137074
2017-11-13 11:13:01,D3871DEB,11.677038,48.136374
2017-11-13 11:13:17,D3871DEB,11.680098,48.136774
2017-11-13 11:15:49,D3871DEB,11.692668,48.133308
2017-11-13 11:18:08,D3871DEB,11.690596,48.130633
2017-11-13 11:20:40,D3871DEB,11.691241,48.13217
2017-11-13 11:30:26,D3871DEB,11.691247,48.132145
2017-11-13 11:33:19,D3871DEB,11.692152,48.133059
2017-11-13 09:08:40,D612DF1E,11.677138,48.022868
2017-11-13 08:39:32,D614FEB5,11.576627,48.136743
2017-11-13 13:49:35,D714BB38,11.495506,48.132428
2017-11-13 23:33:57,D801DA92,11.544678,48.190512
2017-11-13 23:48:44,D801DA92,11.545683,48.190659
2017-11-13 20:07:55,D8028E49,11.59567,48.131747
2017-11-13 08:16:18,D80AC6D8,11.612175,48.128205
2017-11-13 08:19:14,D80AC6D8,11.612459,48.129574
2017-11-13 12:03:23,D812DB68,11.687309,48.146931
2017-11-13 12:01:20,D916E380,11.532157,48.103019
2017-11-13 12:02:14,D916E380,11.531231,48.103596
2017-11-13 12:02:24,D916E380,11.531734,48.103647
2017-11-13 12:05:15,D916E380,11.532515,48.103152
2017-11-13 12:08:17,D916E380,11.531281,48.103435
2017-11-13 12:09:35,D916E380,11.526952,48.102993
2017-11-13 12:10:14,D916E380,11.527414,48.103189
2017-11-13 12:10:42,D916E380,11.533409,48.10317
2017-11-13 12:11:14,D916E380,11.534773,48.106754
2017-11-13 12:11:46,D916E380,11.534747,48.106794
2017-11-13 12:12:18,D916E380,11.534928,48.106926
2017-11-13 12:14:13,D916E380,11.535984,48.107226
2017-11-13 13:01:17,D916E380,11.531795,48.103532
2017-11-13 13:04:08,D916E380,11.531886,48.103398
2017-11-13 13:07:09,D916E380,11.531738,48.103645
2017-11-13 13:10:10,D916E380,11.531888,48.103337
2017-11-13 13:13:12,D916E380,11.531888,48.103337
2017-11-13 13:15:42,D916E380,11.533354,48.1033
2017-11-13 13:16:13,D916E380,11.531244,48.103534
2017-11-13 12:33:10,D916E380,11.531231,48.104099
2017-11-13 12:36:09,D916E380,11.532245,48.103871
2017-11-13 12:38:39,D916E380,11.527216,48.102944
2017-11-13 12:39:15,D916E380,11.527422,48.103533
2017-11-13 12:44:47,D916E380,11.529019,48.10316
2017-11-13 09:07:31,D916E380,11.536698,48.107878
2017-11-13 09:09:16,D916E380,11.52658,48.102958
2017-11-13 09:09:48,D916E380,11.526534,48.10294
2017-11-13 09:10:20,D916E380,11.527039,48.103539
2017-11-13 09:10:54,D916E380,11.526813,48.103085
2017-11-13 09:12:00,D916E380,11.532477,48.10387
2017-11-13 09:12:12,D916E380,11.531117,48.103674
2017-11-13 09:14:16,D916E380,11.532519,48.103162
2017-11-13 12:18:06,D916E380,11.531405,48.104428
2017-11-13 12:20:57,D916E380,11.533341,48.103146
2017-11-13 12:23:04,D916E380,11.532321,48.103153
2017-11-13 12:23:58,D916E380,11.527199,48.102927
2017-11-13 12:26:38,D916E380,11.528527,48.103586
2017-11-13 12:48:09,D916E380,11.531913,48.103388
2017-11-13 13:00:49,D916E380,11.53255,48.103384
2017-11-13 13:01:07,D916E380,11.531841,48.103532
2017-11-13 13:19:15,D916E380,11.534099,48.103357
2017-11-13 13:21:53,D916E380,11.532445,48.103167
2017-11-13 13:22:26,D916E380,11.53189,48.103343
2017-11-13 13:24:27,D916E380,11.531907,48.103307
2017-11-13 13:30:57,D916E380,11.527019,48.102936
2017-11-13 09:28:58,D916E380,11.532506,48.103121
2017-11-13 09:32:00,D916E380,11.532728,48.103072
2017-11-13 09:35:01,D916E380,11.53142,48.100671
2017-11-13 09:38:00,D916E380,11.531344,48.100859
2017-11-13 09:41:09,D916E380,11.531716,48.100457
2017-11-13 09:43:42,D916E380,11.532209,48.100355
2017-11-13 09:44:02,D916E380,11.532133,48.103135
2017-11-13 09:44:33,D916E380,11.533243,48.103118
2017-11-13 11:46:14,D916E380,11.532303,48.103505
2017-11-13 11:49:12,D916E380,11.532303,48.103505
2017-11-13 11:52:13,D916E380,11.53086,48.104039
2017-11-13 11:55:13,D916E380,11.532303,48.103505
2017-11-13 11:58:16,D916E380,11.532388,48.10396
2017-11-13 10:01:42,D916E380,11.533668,48.103134
2017-11-13 10:04:57,D916E380,11.531039,48.103227
2017-11-13 10:05:26,D916E380,11.533355,48.103326
2017-11-13 10:05:37,D916E380,11.533233,48.103186
2017-11-13 10:06:33,D916E380,11.531275,48.103512
2017-11-13 10:06:45,D916E380,11.532414,48.103214
2017-11-13 10:06:56,D916E380,11.531898,48.103204
2017-11-13 10:09:45,D916E380,11.531983,48.103309
2017-11-13 10:11:43,D916E380,11.532599,48.103357
2017-11-13 10:12:00,D916E380,11.531816,48.103585
2017-11-13 10:15:01,D916E380,11.533267,48.1034
2017-11-13 11:34:07,D916E380,11.532389,48.103966
2017-11-13 11:37:10,D916E380,11.532488,48.103312
2017-11-13 11:39:25,D916E380,11.531936,48.103315
2017-11-13 11:40:08,D916E380,11.532389,48.10346
2017-11-13 11:41:16,D916E380,11.532465,48.103413
2017-11-13 11:43:09,D916E380,11.5331,48.103473
2017-11-13 11:19:02,D916E380,11.532605,48.101903
2017-11-13 11:22:05,D916E380,11.532467,48.103383
2017-11-13 11:25:03,D916E380,11.532559,48.103753
2017-11-13 11:27:52,D916E380,11.531711,48.103954
2017-11-13 11:28:04,D916E380,11.53033,48.103848
2017-11-13 11:31:07,D916E380,11.5318,48.103366
2017-11-13 11:10:00,D916E380,11.532276,48.103613
2017-11-13 11:12:59,D916E380,11.532514,48.103599
2017-11-13 11:16:01,D916E380,11.532389,48.103478
2017-11-13 10:18:02,D916E380,11.531849,48.103553
2017-11-13 10:21:03,D916E380,11.533299,48.103346
2017-11-13 10:23:05,D916E380,11.532467,48.103356
2017-11-13 10:23:37,D916E380,11.532626,48.103673
2017-11-13 10:23:54,D916E380,11.531889,48.103421
2017-11-13 10:24:23,D916E380,11.533286,48.10344
2017-11-13 10:26:40,D916E380,11.533198,48.10338
2017-11-13 10:46:32,D916E380,11.532411,48.103457
2017-11-13 10:49:33,D916E380,11.532436,48.103534
2017-11-13 10:50:04,D916E380,11.532386,48.103518
2017-11-13 10:52:07,D916E380,11.532461,48.103472
2017-11-13 10:35:04,D916E380,11.531655,48.103955
2017-11-13 10:38:03,D916E380,11.532261,48.10411
2017-11-13 10:40:29,D916E380,11.528484,48.1039
2017-11-13 10:40:40,D916E380,11.532562,48.103302
2017-11-13 10:43:31,D916E380,11.531567,48.10413
2017-11-13 09:58:24,D916E380,11.532784,48.10287
2017-11-13 19:30:24,D9921397,11.488701,48.084769
2017-11-13 19:33:09,D9921397,11.494566,48.081954
2017-11-13 11:22:45,DA1EC1BB,11.563987,48.13699
2017-11-13 14:32:59,DB0FF28F,11.532685,48.176915
2017-11-13 14:32:58,DB0FF28F,11.549149,48.176332
2017-11-13 15:12:10,DC02CDA8,11.505808,48.146993
2017-11-13 15:13:34,DC02CDA8,11.5048,48.146307
2017-11-13 15:14:15,DC02CDA8,11.505314,48.149123
2017-11-13 15:15:52,DC02CDA8,11.501535,48.146031
2017-11-13 15:16:26,DC02CDA8,11.501091,48.146132
2017-11-13 15:18:59,DC02CDA8,11.505754,48.148209
2017-11-13 15:20:02,DC02CDA8,11.501219,48.147709
2017-11-13 15:23:12,DC02CDA8,11.500083,48.148453
2017-11-13 15:24:49,DC02CDA8,11.505643,48.147001
2017-11-13 15:25:32,DC02CDA8,11.504376,48.14696
2017-11-13 15:26:21,DC02CDA8,11.503961,48.146221
2017-11-13 15:26:32,DC02CDA8,11.502508,48.146418
2017-11-13 15:27:31,DC02CDA8,11.503497,48.148454
2017-11-13 15:28:23,DC02CDA8,11.506028,48.147677
2017-11-13 15:28:36,DC02CDA8,11.504499,48.149609
2017-11-13 15:28:50,DC02CDA8,11.504636,48.149653
2017-11-13 15:29:47,DC02CDA8,11.501436,48.148555
2017-11-13 15:30:17,DC02CDA8,11.505384,48.1459
2017-11-13 15:31:46,DC02CDA8,11.505034,48.148789
2017-11-13 15:32:15,DC02CDA8,11.502789,48.14928
2017-11-13 15:32:48,DC02CDA8,11.506807,48.147417
2017-11-13 15:35:46,DC02CDA8,11.500181,48.147994
2017-11-13 15:43:06,DC02CDA8,11.502873,48.146272
2017-11-13 09:02:38,DC03AAD1,11.595632,48.115067
2017-11-13 09:05:51,DC03AAD1,11.602451,48.126945
2017-11-13 05:29:00,DC1CEA78,11.522483,48.089302
2017-11-13 04:35:00,DC1CEA78,11.520522,48.089172
2017-11-13 12:16:37,DC912E7A,11.522976,48.063552
2017-11-13 12:19:05,DC912E7A,11.526967,48.066438
2017-11-13 12:20:45,DC912E7A,11.52308,48.063449
2017-11-13 12:21:06,DC912E7A,11.525546,48.05908
2017-11-13 12:02:12,DC912E7A,11.517224,48.063049
2017-11-13 12:03:30,DC912E7A,11.525292,48.062607
2017-11-13 12:04:06,DC912E7A,11.52837,48.066894
2017-11-13 12:04:35,DC912E7A,11.517251,48.063536
2017-11-13 12:07:14,DC912E7A,11.528601,48.066736
2017-11-13 12:09:23,DC912E7A,11.523871,48.063354
2017-11-13 12:09:34,DC912E7A,11.528174,48.066904
2017-11-13 12:10:02,DC912E7A,11.524222,48.063144
2017-11-13 12:10:25,DC912E7A,11.525666,48.062025
2017-11-13 12:12:15,DC912E7A,11.529773,48.058361
2017-11-13 12:12:45,DC912E7A,11.522186,48.066559
2017-11-13 12:13:34,DC912E7A,11.522937,48.063549
2017-11-13 12:14:39,DC912E7A,11.528831,48.0602
2017-11-13 12:16:05,DC912E7A,11.528825,48.060288
2017-11-13 09:33:56,DD02DEA1,11.54686,48.198798
2017-11-13 09:48:01,DD02DEA1,11.547275,48.199777
2017-11-13 09:48:19,DD02DEA1,11.547838,48.199107
2017-11-13 09:51:59,DD02DEA1,11.547509,48.199354
2017-11-13 10:16:38,DD02DEA1,11.547324,48.199688
2017-11-13 10:20:38,DD02DEA1,11.54793,48.199048
2017-11-13 10:39:55,DD02DEA1,11.54784,48.199131
2017-11-13 10:44:07,DD02DEA1,11.547987,48.199191
2017-11-13 10:44:22,DD02DEA1,11.547946,48.199294
2017-11-13 10:44:49,DD02DEA1,11.548074,48.199194
2017-11-13 11:38:50,DD02DEA1,11.545579,48.199264
2017-11-13 13:57:31,DD0DB9E0,11.547507,48.143004
2017-11-13 13:58:23,DD0DB9E0,11.547501,48.143003
2017-11-13 13:59:09,DD0DB9E0,11.547502,48.143003
2017-11-13 05:56:16,DD9A5DDF,11.514126,48.135013
2017-11-13 09:20:12,DE1D7A97,11.573229,48.191094
2017-11-13 13:19:11,DF9B38F2,11.572395,48.122473
2017-11-13 13:19:30,DF9B38F2,11.572217,48.122565
2017-11-13 13:20:03,DF9B38F2,11.571998,48.122544
2017-11-13 03:16:03,E08B6E02,11.485162,48.144934
2017-11-13 17:00:12,E1079DE3,11.562151,48.123108
2017-11-13 17:28:01,E201302B,11.606395,48.186279
2017-11-13 09:36:19,E201302B,11.570859,48.179681
2017-11-13 18:28:29,E201302B,11.481131,48.1661
2017-11-13 00:04:43,E28B3CFF,11.686192,48.137814
2017-11-13 01:09:56,E28B3CFF,11.689206,48.137728
2017-11-13 00:40:35,E28B3CFF,11.68772,48.137459
2017-11-13 01:17:11,E28B3CFF,11.685484,48.135847
2017-11-13 01:52:34,E28B3CFF,11.689199,48.13618
2017-11-13 02:46:34,E28B3CFF,11.689005,48.13552
2017-11-13 22:44:58,E306392B,11.588829,48.135859
2017-11-13 22:45:28,E306392B,11.584728,48.12998
2017-11-13 22:23:53,E306392B,11.583869,48.129743
2017-11-13 22:46:46,E306392B,11.594914,48.130945
2017-11-13 22:59:56,E306392B,11.594261,48.130167
2017-11-13 23:53:56,E306392B,11.589007,48.135625
2017-11-13 10:41:48,E314F4ED,11.476641,48.217286
2017-11-13 06:33:13,E40D5CCD,11.54453,48.142966
2017-11-13 06:33:18,E40D5CCD,11.551448,48.141105
2017-11-13 06:37:00,E40D5CCD,11.561571,48.140668
2017-11-13 07:18:30,E5049A7F,11.513849,48.128327
2017-11-13 07:20:06,E5049A7F,11.515028,48.128066
2017-11-13 07:23:32,E5049A7F,11.51291,48.126588
2017-11-13 07:24:07,E5049A7F,11.515,48.128027
2017-11-13 07:27:11,E5049A7F,11.513871,48.128762
2017-11-13 07:31:06,E5049A7F,11.515017,48.128155
2017-11-13 07:35:09,E5049A7F,11.513486,48.128232
2017-11-13 07:39:09,E5049A7F,11.518697,48.127449
2017-11-13 07:41:09,E5049A7F,11.518953,48.128988
2017-11-13 07:43:08,E5049A7F,11.513878,48.127975
2017-11-13 07:44:12,E5049A7F,11.513507,48.128555
2017-11-13 07:45:17,E5049A7F,11.518852,48.128788
2017-11-13 07:46:09,E5049A7F,11.514308,48.127508
2017-11-13 07:47:09,E5049A7F,11.514708,48.128753
2017-11-13 07:50:19,E5049A7F,11.517406,48.128676
2017-11-13 07:51:10,E5049A7F,11.513366,48.13017
2017-11-13 07:52:12,E5049A7F,11.514129,48.128747
2017-11-13 07:55:10,E5049A7F,11.512826,48.129937
2017-11-13 07:56:13,E5049A7F,11.514581,48.128293
2017-11-13 07:59:11,E5049A7F,11.513357,48.12809
2017-11-13 07:59:37,E5049A7F,11.5139,48.128437
2017-11-13 08:01:14,E5049A7F,11.514661,48.128288
2017-11-13 08:02:33,E5049A7F,11.514552,48.128275
2017-11-13 08:03:11,E5049A7F,11.513935,48.128626
2017-11-13 08:04:16,E5049A7F,11.514359,48.129379
2017-11-13 08:04:31,E5049A7F,11.515572,48.129946
2017-11-13 08:05:36,E5049A7F,11.514514,48.129229
2017-11-13 08:06:09,E5049A7F,11.514607,48.130204
2017-11-13 08:06:34,E5049A7F,11.520589,48.132674
2017-11-13 08:07:09,E5049A7F,11.519677,48.132695
2017-11-13 08:09:18,E5049A7F,11.523308,48.133178
2017-11-13 08:09:39,E5049A7F,11.520629,48.134821
2017-11-13 07:02:07,E5049A7F,11.514996,48.128094
2017-11-13 07:04:16,E5049A7F,11.514947,48.127939
2017-11-13 07:04:28,E5049A7F,11.514862,48.128568
2017-11-13 07:05:11,E5049A7F,11.512542,48.127013
2017-11-13 07:06:08,E5049A7F,11.513187,48.130206
2017-11-13 07:10:08,E5049A7F,11.514749,48.128695
2017-11-13 07:12:06,E5049A7F,11.514621,48.128794
2017-11-13 07:14:29,E5049A7F,11.514966,48.128036
2017-11-13 07:15:09,E5049A7F,11.51404,48.128842
2017-11-13 07:16:06,E5049A7F,11.514386,48.12857
2017-11-13 06:49:29,E5049A7F,11.514824,48.128613
2017-11-13 06:50:07,E5049A7F,11.513785,48.128394
2017-11-13 06:51:10,E5049A7F,11.515999,48.126074
2017-11-13 06:53:29,E5049A7F,11.514866,48.128566
2017-11-13 06:54:07,E5049A7F,11.514856,48.128576
2017-11-13 06:58:09,E5049A7F,11.515841,48.126059
2017-11-13 06:58:30,E5049A7F,11.514776,48.128662
2017-11-13 06:59:15,E5049A7F,11.517381,48.128664
2017-11-13 06:59:27,E5049A7F,11.518684,48.129579
2017-11-13 07:00:09,E5049A7F,11.514978,48.128371
2017-11-13 06:33:11,E5049A7F,11.514925,48.128475
2017-11-13 06:34:15,E5049A7F,11.513867,48.128392
2017-11-13 06:35:12,E5049A7F,11.512464,48.127219
2017-11-13 06:35:58,E5049A7F,11.514932,48.128461
2017-11-13 06:37:26,E5049A7F,11.514945,48.127978
2017-11-13 06:38:10,E5049A7F,11.514809,48.128629
2017-11-13 06:39:16,E5049A7F,11.517372,48.128677
2017-11-13 06:39:58,E5049A7F,11.518954,48.128803
2017-11-13 06:41:26,E5049A7F,11.512625,48.126889
2017-11-13 06:42:08,E5049A7F,11.514773,48.128645
2017-11-13 06:44:11,E5049A7F,11.514674,48.128733
2017-11-13 06:44:59,E5049A7F,11.513865,48.128314
2017-11-13 06:46:08,E5049A7F,11.514747,48.128688
2017-11-13 06:46:27,E5049A7F,11.514873,48.128554
2017-11-13 06:20:06,E5049A7F,11.518732,48.129666
2017-11-13 06:24:08,E5049A7F,11.516553,48.126098
2017-11-13 06:27:10,E5049A7F,11.514544,48.130408
2017-11-13 06:28:09,E5049A7F,11.514273,48.128157
2017-11-13 06:31:11,E5049A7F,11.51384,48.128268
2017-11-13 06:02:08,E5049A7F,11.518707,48.127795
2017-11-13 06:02:50,E5049A7F,11.514848,48.128589
2017-11-13 06:04:42,E5049A7F,11.516889,48.13085
2017-11-13 06:06:08,E5049A7F,11.513596,48.128037
